"tax_id","vers","ocp","tcp.hk","tcp.hhk","tcp.rr","tcp.hrr","tcp.other","tcp.chemotaxis","ecf","other","majormodes_total","chemotaxis.mcp","chemotaxis.chew","chemotaxis.chea","chemotaxis.cher","chemotaxis.cheb","chemotaxis.checx","chemotaxis.chev","chemotaxis.ched","chemotaxis.chez","chemotaxis.other","chemotaxis_total","genome_size","species_tax_id","species","genus","family","order","class","phylum","superkingdom"
564064,"GCF_002067135.1",124,57,13,67,3,NA,NA,34,27,328,NA,NA,NA,2,1,NA,NA,NA,NA,NA,3,5828404,564064,"Spirosoma rigui","Spirosoma","Cytophagaceae","Cytophagales","Cytophagia","Bacteroidetes","Bacteria"
538381,"GCF_001696535.1",319,32,6,48,NA,3,NA,9,18,466,24,1,1,1,1,NA,NA,NA,3,NA,31,5009039,538381,"Stappia indica","Stappia","Rhodobacteraceae","Rhodobacterales","Alphaproteobacteria","Proteobacteria","Bacteria"
331648,"GCF_002117125.1",68,22,NA,27,NA,NA,NA,15,15,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3393335,331648,"Nonlabens spongiae","Nonlabens","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
659018,"GCF_001431505.1",125,22,4,38,1,2,NA,15,11,239,9,3,2,1,2,1,1,1,1,NA,21,3284859,659018,"Stenotrophomonas daejeonensis","Stenotrophomonas","Xanthomonadaceae","Xanthomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
411235,"GCF_000787835.1",622,90,5,79,NA,1,NA,44,41,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8771919,411235,"Streptacidiphilus melanogenes","Streptacidiphilus","Streptomycetaceae","Streptomycetales","Actinobacteria","Actinobacteria","Bacteria"
481183,"GCF_001642835.1",84,16,7,21,NA,1,NA,20,10,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3834113,481183,"Tamlana agarivorans","Tamlana","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
669041,"GCF_001483385.1",49,9,NA,14,NA,NA,NA,9,14,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2918253,669041,"Tenacibaculum dicentrarchi","Tenacibaculum","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
447689,"GCF_001693415.1",63,17,NA,34,NA,NA,NA,15,15,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3006997,447689,"Tenacibaculum soleae","Tenacibaculum","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
237069,"GCF_900103915.1",155,17,NA,20,NA,1,NA,16,9,233,6,2,1,1,1,2,NA,1,NA,1,15,2950395,237069,"Tenuibacillus multivorans","Tenuibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1101373,"GCF_001675355.1",117,19,5,34,1,2,NA,2,11,218,16,3,2,1,2,NA,1,1,1,NA,27,2741283,1101373,"Tepidimonas fonticaldi","Tepidimonas",NA,"Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria"
485447,"GCF_000948975.1",371,71,19,102,4,3,NA,22,29,690,45,5,3,4,4,2,1,3,1,1,69,7420857,485447,"Thalassomonas actiniarum","Thalassomonas","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
482827,"GCF_900102145.1",86,14,NA,17,NA,NA,NA,1,15,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2442297,482827,"Thermus arciformis","Thermus","Thermaceae","Thermales","Deinococci","Deinococcus-Thermus","Bacteria"
225004,"GCF_900167025.1",91,7,2,13,NA,3,NA,2,7,147,10,4,2,2,2,1,NA,1,NA,NA,22,2521032,225004,"Treponema berlinense","Treponema","Spirochaetaceae","Spirochaetales","Spirochaetia","Spirochaetes","Bacteria"
261392,"GCF_900167145.1",89,5,2,9,NA,2,NA,4,11,134,6,2,1,1,1,1,NA,NA,NA,NA,12,2507809,261392,"Treponema porcinum","Treponema","Spirochaetaceae","Spirochaetales","Spirochaetia","Spirochaetes","Bacteria"
412965,"GCF_000010405.1",7,2,NA,3,NA,NA,NA,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1022154,410330,"Calyptogena okutanii thioautotrophic gill symbiont",NA,NA,NA,"Gammaproteobacteria","Proteobacteria","Bacteria"
379066,"GCF_000010305.1",155,43,20,56,1,NA,NA,30,20,353,11,5,3,2,3,1,NA,2,NA,1,28,4636964,173480,"Gemmatimonas aurantiaca","Gemmatimonas","Gemmatimonadaceae","Gemmatimonadales","Gemmatimonadetes","Gemmatimonadetes","Bacteria"
334406,"GCF_000283675.1",304,51,1,45,NA,1,NA,20,20,458,11,NA,1,2,NA,1,1,NA,NA,NA,16,5552031,1396,"Bacillus cereus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
334390,"GCF_000010145.1",81,6,NA,7,NA,NA,NA,2,15,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2098685,1613,"Lactobacillus fermentum","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
334380,"GCF_000010205.1",8,45,7,3,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008987,784,"Orientia tsutsugamushi","Orientia","Rickettsiaceae","Rickettsiales","Alphaproteobacteria","Proteobacteria","Bacteria"
431947,"GCF_000010505.1",36,4,1,5,NA,NA,NA,6,7,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2354886,837,"Porphyromonas gingivalis","Porphyromonas","Porphyromonadaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria"
431946,"GCF_000010485.1",263,26,4,31,NA,1,NA,2,23,358,3,1,1,1,1,NA,NA,NA,1,NA,8,4839683,562,"Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria"
438753,"GCF_000010525.1",311,36,7,58,1,2,NA,13,14,490,43,1,1,1,1,NA,NA,NA,1,NA,48,5369772,7,"Azorhizobium caulinodans","Azorhizobium","Xanthobacteraceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
452662,"GCF_000091125.1",197,28,11,43,NA,2,NA,12,6,307,4,1,1,1,1,NA,NA,NA,NA,NA,8,4424862,332056,"Sphingobium japonicum","Sphingobium","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Proteobacteria","Bacteria"
452652,"GCF_000269985.1",599,83,5,68,NA,NA,NA,53,32,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8783278,2066,"Kitasatospora setae","Kitasatospora","Streptomycetaceae","Streptomycetales","Actinobacteria","Actinobacteria","Bacteria"
455632,"GCF_000010605.1",589,90,1,79,NA,NA,NA,41,30,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8545929,1911,"Streptomyces griseus","Streptomyces","Streptomycetaceae","Streptomycetales","Actinobacteria","Actinobacteria","Bacteria"
471821,"GCF_000146025.2",4,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1148570,167965,"uncultured Termite group 1 bacterium",NA,NA,NA,NA,"Elusimicrobia","Bacteria"
378753,"GCF_000010285.1",102,13,NA,14,NA,NA,NA,3,14,147,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2697540,72000,"Kocuria rhizophila","Kocuria","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
449447,"GCF_000010625.1",84,17,3,23,3,1,NA,5,24,163,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,5842795,1126,"Microcystis aeruginosa","Microcystis","Microcystaceae","Chroococcales",NA,"Cyanobacteria","Bacteria"
512565,"GCF_000284295.1",679,130,17,115,3,3,NA,60,40,1093,30,5,2,4,4,NA,NA,NA,NA,1,46,8773466,1866,"Actinoplanes missouriensis","Actinoplanes","Micromonosporaceae","Micromonosporales","Actinobacteria","Actinobacteria","Bacteria"
358681,"GCF_000010165.1",394,82,7,83,NA,1,NA,46,25,676,29,2,1,1,1,3,NA,1,NA,NA,38,6296436,1393,"Brevibacillus brevis","Brevibacillus","Paenibacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
573370,"GCF_000010665.1",201,84,52,125,10,9,NA,7,36,622,57,13,5,2,7,2,7,2,1,2,98,5315620,184917,"Desulfovibrio magneticus","Desulfovibrio","Desulfovibrionaceae","Desulfovibrionales","Deltaproteobacteria","Proteobacteria","Bacteria"
608538,"GCF_000010785.1",38,8,NA,10,NA,1,NA,2,11,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1743135,940,"Hydrogenobacter thermophilus","Hydrogenobacter","Aquificaceae","Aquificales","Aquificae","Aquificae","Bacteria"
637905,"GCF_000091325.1",208,24,7,40,NA,1,NA,4,14,335,20,3,2,2,2,1,4,1,1,1,37,4962103,60217,"Shewanella violacea","Shewanella","Shewanellaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
639282,"GCF_000010985.1",78,23,9,36,2,NA,NA,2,10,200,14,6,4,6,4,1,2,1,1,1,40,2542933,197162,"Deferribacter desulfuricans","Deferribacter","Deferribacteraceae","Deferribacterales","Deferribacteres","Deferribacteres","Bacteria"
645657,"GCF_000209795.2",231,34,NA,30,1,1,NA,11,15,336,6,1,1,1,1,1,1,1,NA,NA,13,4111218,1423,"Bacillus subtilis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
650150,"GCF_000270085.1",79,14,NA,16,NA,NA,NA,1,7,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1787941,1648,"Erysipelothrix rhusiopathiae","Erysipelothrix","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria"
652620,"GCF_000283595.1",13,3,NA,3,NA,NA,NA,NA,1,22,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1283087,35790,"Rickettsia japonica","Rickettsia","Rickettsiaceae","Rickettsiales","Alphaproteobacteria","Proteobacteria","Bacteria"
680646,"GCF_000011025.1",51,7,NA,7,NA,NA,NA,1,5,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2264603,43675,"Rothia mucilaginosa","Rothia","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
568703,"GCF_000026505.1",158,16,NA,17,NA,NA,NA,1,15,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3010111,47715,"Lactobacillus rhamnosus","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
866790,"GCF_000828575.1",37,12,NA,6,4,NA,NA,NA,15,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1731018,866790,"Methanothermobacter sp. CaT2","Methanothermobacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Euryarchaeota","Archaea"
891974,"GCF_000180175.2",175,10,3,20,NA,NA,NA,2,15,232,5,NA,NA,NA,1,NA,NA,NA,1,NA,7,4092852,891974,"Plautia stali symbiont",NA,"Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria"
926570,"GCF_000202835.1",195,14,2,22,NA,NA,NA,4,11,263,10,1,1,1,1,NA,NA,1,NA,NA,15,4214744,62140,"Acidiphilium multivorum","Acidiphilium","Acetobacteraceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
979556,"GCF_000202635.1",253,36,NA,32,NA,NA,NA,15,20,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3982034,2033,"Microbacterium testaceum","Microbacterium","Microbacteriaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1313172,"GCF_000348785.1",213,21,1,25,NA,2,NA,32,26,321,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4830181,467094,"Ilumatobacter coccineus","Ilumatobacter","Acidimicrobiaceae","Acidimicrobiales","Acidimicrobiia","Actinobacteria","Bacteria"
634177,"GCF_000182745.2",143,14,1,17,2,NA,NA,4,10,197,1,2,1,1,1,NA,NA,NA,NA,NA,6,3513191,1177712,"Komagataeibacter medellinensis","Komagataeibacter","Acetobacteraceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
1148,"GCF_000009725.1",84,28,9,44,7,3,NA,5,29,220,4,4,3,NA,NA,NA,NA,NA,NA,NA,11,3947019,1148,"Synechocystis sp. PCC 6803","Synechocystis","Merismopediaceae","Synechococcales",NA,"Cyanobacteria","Bacteria"
1198449,"GCF_001316065.1",28,NA,NA,NA,NA,NA,NA,1,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1591049,229980,"Aeropyrum camini","Aeropyrum","Desulfurococcaceae","Desulfurococcales","Thermoprotei","Crenarchaeota","Archaea"
1384484,"GCF_000478885.1",173,20,7,20,NA,2,NA,6,12,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2862526,446660,"Adlercreutzia equolifaciens","Adlercreutzia","Eggerthellaceae","Eggerthellales","Coriobacteriia","Actinobacteria","Bacteria"
1408159,"GCF_000828655.1",76,7,NA,9,NA,NA,NA,2,7,118,9,2,1,1,1,2,NA,1,NA,NA,17,2014912,1508419,"Thermotoga caldifontis","Thermotoga","Thermotogaceae","Thermotogales","Thermotogae","Thermotogae","Bacteria"
1408160,"GCF_000828675.1",94,8,NA,9,NA,NA,NA,2,11,144,11,2,1,1,1,3,NA,1,NA,NA,20,2187612,1508420,"Thermotoga profunda","Thermotoga","Thermotogaceae","Thermotogales","Thermotogae","Thermotogae","Bacteria"
1291742,"GCF_000829395.1",131,12,NA,12,NA,NA,NA,2,16,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2400586,1193095,"Lactobacillus hokkaidonensis","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
40754,"GCF_000828835.1",71,28,40,45,21,6,NA,4,25,275,13,8,5,4,4,NA,NA,1,NA,NA,35,4810005,40754,"Thioploca ingrica","Thioploca","Thiotrichaceae","Thiotrichales","Gammaproteobacteria","Proteobacteria","Bacteria"
1123384,"GCF_000816145.1",76,7,NA,11,NA,NA,NA,2,10,128,8,3,2,2,2,3,NA,1,NA,1,22,2165416,57487,"Pseudothermotoga hypogea","Pseudothermotoga","Thermotogaceae","Thermotogales","Thermotogae","Thermotogae","Bacteria"
1442,"GCF_001548175.1",348,58,2,48,NA,1,NA,22,21,520,15,NA,1,2,NA,1,1,NA,NA,NA,20,6870591,1428,"Bacillus thuringiensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1555112,"GCF_001544015.1",155,27,NA,34,NA,NA,NA,11,10,249,6,1,1,1,1,1,NA,1,NA,NA,12,3817036,1555112,"Limnochorda pilosa","Limnochorda","Limnochordaceae","Limnochordales","Limnochordia","Firmicutes","Bacteria"
1142394,"GCF_000284115.1",85,17,NA,20,NA,1,NA,9,10,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3884382,547188,"Phycisphaera mikurensis","Phycisphaera","Phycisphaeraceae","Phycisphaerales","Phycisphaerae","Planctomycetes","Bacteria"
926550,"GCF_000281175.1",116,26,15,35,4,1,NA,11,30,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5144873,133453,"Caldilinea aerophila","Caldilinea","Caldilineaceae","Caldilineales","Caldilineae","Chloroflexi","Bacteria"
1229512,"GCF_000348805.1",4,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,632490,1653831,"Blattabacterium cuenoti","Blattabacterium","Blattabacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
1226298,"GCF_000829035.1",146,17,NA,18,NA,1,NA,1,17,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3017804,1597,"Lactobacillus paracasei","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1223802,"GCF_000828635.1",169,41,13,64,3,3,NA,8,25,354,14,3,3,1,3,NA,2,1,1,NA,28,3802648,748811,"Sulfuritalea hydrogenivorans","Sulfuritalea","Sterolibacteriaceae","Nitrosomonadales","Betaproteobacteria","Proteobacteria","Bacteria"
1228987,"GCF_000829235.1",21,7,2,8,1,NA,NA,1,8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2794318,718217,"cyanobacterium endosymbiont of Epithemia turgida",NA,NA,NA,NA,"Cyanobacteria","Bacteria"
1231624,"GCF_001547995.1",112,16,3,23,2,NA,NA,5,9,181,6,1,1,1,1,NA,NA,1,NA,NA,11,3198265,91915,"Asaia bogorensis","Asaia","Acetobacteraceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
518635,"GCF_001025155.1",63,10,NA,10,NA,NA,NA,1,9,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2021974,1683,"Bifidobacterium angulatum","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria"
1973484,"GCF_002368255.1",195,86,37,102,22,2,NA,13,49,536,7,8,6,5,4,NA,NA,NA,NA,NA,30,7233668,1184,"Leptolyngbya boryana","Leptolyngbya","Leptolyngbyaceae","Synechococcales",NA,"Cyanobacteria","Bacteria"
518634,"GCF_001025175.1",86,12,NA,16,NA,NA,NA,2,12,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2269415,1685,"Bifidobacterium breve","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria"
1150423,"GCF_001042595.1",113,16,NA,19,NA,NA,NA,1,11,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2635669,1689,"Bifidobacterium dentium","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria"
1150461,"GCF_001042635.1",141,17,NA,24,NA,NA,NA,1,13,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3158347,158787,"Bifidobacterium scardovii","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria"
864564,"GCF_001042675.1",46,6,NA,6,NA,NA,NA,1,12,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1890857,78258,"Parascardovia denticolens","Parascardovia","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria"
1150468,"GCF_001042695.1",47,7,NA,10,NA,NA,NA,1,11,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1797862,78259,"Scardovia inopinata","Scardovia","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria"
1245469,"GCF_000344805.1",433,55,23,73,4,6,NA,17,22,693,49,2,2,2,3,NA,NA,NA,2,NA,60,8264165,44255,"Bradyrhizobium oligotrophicum","Bradyrhizobium","Bradyrhizobiaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1245471,"GCF_000412695.1",428,34,13,66,NA,1,NA,15,28,646,38,7,4,4,4,NA,2,1,1,NA,61,6484828,53412,"Pseudomonas resinovorans","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1248727,"GCF_000801295.1",75,15,8,25,1,4,NA,7,15,177,13,5,2,2,2,NA,1,1,1,NA,27,2597759,1248727,"endosymbiont of unidentified scaly snail isolate Monju",NA,NA,NA,"Gammaproteobacteria","Proteobacteria","Bacteria"
1162668,"GCF_000284315.1",109,11,2,20,NA,1,NA,3,7,169,11,1,1,NA,1,NA,1,NA,1,NA,16,2559538,180,"Leptospirillum ferrooxidans","Leptospirillum","Nitrospiraceae","Nitrospirales","Nitrospira","Nitrospirae","Bacteria"
246273,"GCF_000829315.1",4,NA,1,1,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1250060,246273,"Wolbachia endosymbiont of Cimex lectularius","Wolbachia","Anaplasmataceae","Rickettsiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1163617,"GCF_000297055.2",122,28,5,50,1,4,NA,7,16,251,8,1,2,1,2,NA,2,NA,2,NA,18,3217213,649841,"Sulfuricella denitrificans","Sulfuricella","Gallionellaceae","Nitrosomonadales","Betaproteobacteria","Proteobacteria","Bacteria"
1298851,"GCF_001547735.1",68,6,1,8,NA,NA,NA,2,10,108,6,1,1,2,1,NA,1,NA,NA,1,13,1816670,412593,"Thermosulfidibacter takaii","Thermosulfidibacter",NA,"Aquificales","Aquificae","Aquificae","Bacteria"
1300150,"GCF_000504125.1",172,22,NA,24,NA,NA,NA,2,17,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3351060,53346,"Enterococcus mundtii","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1303921,"GCF_001547755.1",26,2,NA,4,NA,NA,NA,2,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1469434,113267,"Bathymodiolus septemdierum thioautotrophic gill symbiont",NA,NA,NA,"Gammaproteobacteria","Proteobacteria","Bacteria"
405948,"GCF_000062885.1",652,50,1,50,NA,NA,NA,32,60,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8212805,1836,"Saccharopolyspora erythraea","Saccharopolyspora","Pseudonocardiaceae","Pseudonocardiales","Actinobacteria","Actinobacteria","Bacteria"
411154,"GCF_000060345.1",77,22,8,34,NA,1,NA,17,22,183,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3798465,411153,"Gramella forsetii","Gramella","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
316275,"GCF_000196495.1",197,14,15,30,NA,2,NA,3,22,313,19,2,1,1,1,1,3,NA,1,1,30,4655660,40269,"Aliivibrio salmonicida","Aliivibrio","Vibrionaceae","Vibrionales","Gammaproteobacteria","Proteobacteria","Bacteria"
575788,"GCF_000091465.1",303,28,17,49,1,5,NA,5,20,468,30,2,1,1,1,1,3,NA,NA,1,40,4974818,212663,"Vibrio tasmaniensis","Vibrio","Vibrionaceae","Vibrionales","Gammaproteobacteria","Proteobacteria","Bacteria"
634500,"GCF_000196615.1",370,22,6,32,NA,NA,NA,5,23,491,27,1,1,1,1,NA,1,NA,1,NA,33,5372268,182337,"Erwinia billingiae","Erwinia","Erwiniaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria"
651182,"GCF_000307105.1",142,61,36,102,16,2,NA,4,44,461,31,5,3,4,4,1,1,3,NA,2,54,5197905,28223,"Desulfobacula toluolica","Desulfobacula","Desulfobacteraceae","Desulfobacterales","Deltaproteobacteria","Proteobacteria","Bacteria"
680198,"GCF_000091305.1",726,124,4,96,NA,1,NA,60,38,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10148695,1930,"Streptomyces scabiei","Streptomyces","Streptomycetaceae","Streptomycetales","Actinobacteria","Actinobacteria","Bacteria"
685727,"GCF_000196695.1",347,24,NA,28,NA,2,NA,15,24,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5043170,43767,"Rhodococcus hoagii","Rhodococcus","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
692420,"GCF_000196735.1",216,32,1,30,NA,1,NA,12,14,320,7,1,1,1,NA,2,1,1,NA,NA,14,3980199,1390,"Bacillus amyloliquefaciens","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
696125,"GCF_000253015.1",15,9,1,12,NA,NA,NA,3,3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1522743,56426,"Bartonella clarridgeiae","Bartonella","Bartonellaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
698738,"GCF_000967895.1",205,31,14,51,3,3,NA,8,15,364,16,5,3,3,3,NA,2,1,1,NA,34,4406383,188908,"Oleispira antarctica","Oleispira","Oceanospirillaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria"
330214,"GCF_000196815.1",97,39,16,78,8,2,NA,14,40,313,4,4,3,3,2,NA,1,1,1,NA,19,4317083,330214,"Nitrospira defluvii","Nitrospira","Nitrospiraceae","Nitrospirales","Nitrospira","Nitrospirae","Bacteria"
762550,"GCF_000196855.1",116,8,NA,8,NA,NA,NA,1,10,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1954080,1244,"Leuconostoc gelidum","Leuconostoc","Leuconostocaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
765952,"GCF_000253035.1",26,3,NA,4,1,NA,NA,NA,6,54,7,3,2,1,1,NA,NA,NA,NA,NA,14,3072383,83552,"Parachlamydia acanthamoebae","Parachlamydia","Parachlamydiaceae","Parachlamydiales","Chlamydiia","Chlamydiae","Bacteria"
331113,"GCF_000237205.1",39,1,NA,6,NA,NA,NA,NA,5,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2628375,83561,"Simkania negevensis","Simkania","Simkaniaceae","Parachlamydiales","Chlamydiia","Chlamydiae","Bacteria"
768065,"GCF_000237865.1",62,2,NA,4,3,NA,NA,NA,29,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3260476,293091,"Haloquadratum walsbyi","Haloquadratum","Haloferacaceae","Haloferacales","Halobacteria","Euryarchaeota","Archaea"
768679,"GCF_000253055.1",41,NA,NA,NA,NA,NA,NA,NA,8,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1841542,2271,"Thermoproteus tenax","Thermoproteus","Thermoproteaceae","Thermoproteales","Thermoprotei","Crenarchaeota","Archaea"
866895,"GCF_000284515.1",169,20,1,23,NA,1,NA,9,17,250,3,1,1,1,NA,2,1,1,NA,NA,10,4170008,1570,"Halobacillus halophilus","Halobacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
268739,"GCF_000591055.1",90,27,NA,15,8,NA,NA,NA,37,195,11,1,1,1,1,2,NA,1,NA,NA,18,2912573,416273,"Natronomonas moolapensis","Natronomonas","Haloarculaceae","Halobacteriales","Halobacteria","Euryarchaeota","Archaea"
882378,"GCF_000198775.1",115,15,5,23,2,NA,NA,4,5,170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3750138,412963,"Paraburkholderia rhizoxinica","Paraburkholderia","Burkholderiaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria"
347256,"GCF_000085865.1",5,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,665445,2098,"Mycoplasma hominis","Mycoplasma","Mycoplasmataceae","Mycoplasmatales","Mollicutes","Tenericutes","Bacteria"
926571,"GCF_000698785.1",102,9,NA,10,NA,NA,NA,NA,36,165,2,1,1,1,1,1,NA,1,NA,NA,8,2527938,1034015,"Nitrososphaera viennensis","Nitrososphaera","Nitrososphaeraceae","Nitrososphaerales","Nitrososphaeria","Thaumarchaeota","Archaea"
930944,"GCF_000253175.1",234,21,4,26,NA,NA,NA,4,20,325,10,1,1,1,1,NA,1,NA,1,NA,16,4625880,630,"Yersinia enterocolitica","Yersinia","Yersiniaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria"
1231626,"GCF_000304455.1",8,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,944930,249402,"Cardinium endosymbiont of Encarsia pergandiella","Candidatus Cardinium","Amoebophilaceae","Cytophagales","Cytophagia","Bacteroidetes","Bacteria"
